Word	[(Document,Count)
relocating	(4, 1) 
polluting	(4, 1) 
restricting	(4, 1) 
sand	(4, 1) 
mining	(4, 2) 
fishing	(4, 1) 
tributaries	(4, 1) 
lakes	(4, 1) 
investor	(4, 1)  (7, 1) 
commercialization	(4, 1) 
invested	(4, 1)  (7, 1) 
invests	(4, 2) 
heavily	(4, 3)  (5, 2)  (7, 1)  (8, 1) 
capacity	(4, 5)  (7, 1)  (8, 1)  (10, 2) 
197	(4, 1)  (5, 1) 
photovoltaics	(4, 1) 
Greenhouse	(4, 1) 
emphasis	(4, 4)  (8, 1) 
renewables	(4, 1) 
connected	(4, 2)  (8, 2) 
importer	(4, 3)  (7, 1) 
Russian	(4, 1)  (5, 1)  (7, 1)  (8, 8)  (10, 2) 
Political	(4, 3)  (6, 3)  (7, 1)  (8, 1)  (10, 1) 
Specific	(4, 1) 
572	(4, 1) 
696	(4, 1)  (8, 1) 
Encyclop	(4, 1)  (6, 1) 
dia	(4, 1)  (6, 1) 
Britannica	(4, 1)  (6, 1) 
596	(4, 1) 
961	(4, 1) 
705	(4, 1) 
407	(4, 1)  (7, 1) 
Demographic	(4, 1)  (8, 1)  (10, 2) 
Yearbook	(4, 1) 
CIA	(4, 1)  (8, 1) 
measuring	(4, 1) 
743	(4, 1) 
mouth	(4, 1) 
Yalu	(4, 1) 
Amnok	(4, 1) 
Tonkin	(4, 1) 
bordering	(4, 1)  (8, 1) 
Laos	(4, 1) 
Myanmar	(4, 1) 
Southeast	(4, 1)  (7, 1)  (8, 1) 
Bhutan	(4, 2) 
Nepal	(4, 1)  (5, 1) 
Afghanistan	(4, 1)  (10, 2) 
Pakistan	(4, 1) 
Tajikistan	(4, 1) 
Kyrgyzstan	(4, 1) 
Kazakhstan	(4, 1)  (5, 1)  (8, 3) 
Northeast	(4, 2)  (8, 1) 
Additionally	(4, 2)  (5, 1)  (6, 1)  (7, 2)  (10, 2) 
boundaries	(4, 1)  (8, 5) 
narrowly	(4, 1)  (5, 1) 
separated	(4, 1)  (7, 1)  (8, 5) 
Bangladesh	(4, 1) 
Thailand	(4, 1)  (5, 1) 
southwest	(4, 2)  (7, 3) 
workers	(4, 3)  (7, 1)  (10, 1) 
shall	(4, 1) 
practice	(4, 4)  (5, 1)  (7, 3)  (10, 2) 
centralism	(4, 2) 
variously	(4, 1)  (7, 1) 
corporatist	(4, 1) 
restrictions	(4, 7) 
Internet	(4, 3) 
assembly	(4, 1)  (7, 2) 
describes	(4, 1)  (7, 1)  (10, 1) 
consultative	(4, 2) 
termed	(4, 3)  (8, 1) 
Marxism	(4, 1) 
circumstances	(4, 1)  (10, 2) 
concerns	(4, 2)  (7, 1)  (10, 1) 
gap	(4, 2) 
Nonetheless	(4, 1)  (6, 1)  (7, 1) 
management	(4, 1)  (6, 1)  (8, 2) 
expressing	(4, 2)  (7, 1) 
satisfaction	(4, 2) 
survey	(4, 2)  (7, 2) 
Canadian	(4, 1) 
Institutes	(4, 1) 
Research	(4, 3)  (7, 2) 
information	(4, 3)  (5, 1)  (9, 1)  (10, 4) 
dissemination	(4, 1)  (8, 1) 
delivery	(4, 1) 
daily	(4, 1)  (8, 1) 
necessities	(4, 1) 
body	(4, 4)  (5, 4)  (7, 3) 
defining	(4, 1)  (8, 1) 
wherein	(4, 1) 
ultimate	(4, 1)  (5, 1) 
informal	(4, 3)  (7, 1) 
paramount	(4, 2) 
elects	(4, 2) 
Politburo	(4, 3) 
promote	(4, 1) 
seniority	(4, 1) 
discern	(4, 1) 
generations	(4, 2)  (5, 1)  (7, 1) 
ideology	(4, 1) 
Historians	(4, 1) 
studied	(4, 1)  (7, 3)  (10, 1) 
altered	(4, 2)  (5, 1) 
holding	(4, 3)  (7, 1)  (9, 1) 
Presidency	(4, 1) 
permitting	(4, 1) 
remain	(4, 4)  (7, 1)  (8, 2)  (10, 1) 
unlimited	(4, 1) 
earning	(4, 1)  (5, 4) 
dictatorial	(4, 1) 
ceremonial	(4, 1) 
presiding	(4, 1) 
premiers	(4, 1) 
heads	(4, 1)  (7, 1) 
commissions	(4, 2)  (9, 1) 
incumbent	(4, 2)  (10, 1) 
chairman	(4, 1) 
Keqiang	(4, 1) 
electoral	(4, 1) 
pyramidal	(4, 1) 
Local	(4, 1)  (7, 2) 
Congresses	(4, 2) 
NPC	(4, 2) 
indirectly	(4, 1) 
Another	(4, 1)  (5, 2)  (7, 2)  (10, 1) 
Consultative	(4, 1) 
Conference	(4, 1)  (8, 1) 
CPPCC	(4, 1) 
supports	(4, 1) 
describe	(4, 1) 
rubber	(4, 1) 
stamp	(4, 1) 
divisions	(4, 3)  (7, 7)  (8, 1)  (9, 8) 
SARs	(4, 1) 
Geographically	(4, 1) 
grouped	(4, 2)  (7, 1)  (8, 1)  (10, 1) 
Southwest	(4, 1)  (9, 1) 
considers	(4, 3)  (8, 1) 
23rd	(4, 1)  (5, 1) 
rejects	(4, 1) 
Conversely	(4, 1) 
175	(4, 1) 
embassies	(4, 1) 
legitimacy	(4, 1)  (10, 1) 
thus	(4, 1)  (5, 1)  (6, 2)  (7, 1)  (8, 3) 
limited	(4, 1)  (5, 1)  (7, 2)  (8, 3)  (10, 3) 
Non	(4, 1)  (7, 1) 
Aligned	(4, 1) 
advocate	(4, 2) 
summit	(4, 2) 
Sanya	(4, 1) 
precondition	(4, 1) 
acknowledges	(4, 1)  (7, 1) 
severs	(4, 1) 
ties	(4, 2)  (7, 2) 
protested	(4, 1) 
occasions	(4, 2)  (10, 1) 
overtures	(4, 1) 
armament	(4, 1) 
sales	(4, 2)  (5, 1)  (6, 1) 
Enlai	(4, 1) 
Principles	(4, 1) 
Peaceful	(4, 1) 
Coexistence	(4, 1) 
driven	(4, 1) 
harmony	(4, 1) 
uniformity	(4, 1)  (7, 1) 
encourages	(4, 1) 
repressive	(4, 1) 
Zimbabwe	(4, 1) 
relationship	(4, 2)  (5, 4)  (7, 1)  (10, 1) 
unison	(4, 1) 
measured	(4, 1)  (8, 1) 
sum	(4, 2) 
imports	(4, 1)  (7, 1) 
commodity	(4, 1) 
partner	(4, 5) 
124	(4, 2) 
ASEAN	(4, 5) 
345	(4, 1) 
accounting	(4, 6)  (7, 2) 
Regional	(4, 1)  (8, 1) 
Comprehensive	(4, 1) 
Economic	(4, 3)  (7, 3)  (8, 6)  (10, 2) 
Partnership	(4, 1) 
EAS	(4, 2) 
forum	(4, 1) 
Plus	(4, 1) 
normal	(4, 2)  (10, 1) 
PNTR	(4, 1) 
tariffs	(4, 1)  (7, 1) 
surplus	(4, 1) 
Economists	(4, 2) 
argued	(4, 1)  (7, 1)  (8, 1)  (10, 5) 
renminbi	(4, 4) 
undervalued	(4, 2) 
unfair	(4, 1)  (5, 1) 
Treasury	(4, 2) 
manipulator	(4, 1) 
reversing	(4, 1) 
engaging	(4, 1) 
bilateral	(4, 2) 
operation	(4, 2)  (7, 3) 
totalled	(4, 4) 
208	(4, 1)  (7, 1) 
Madison	(4, 1) 
Condon	(4, 1) 
finances	(4, 1)  (7, 1) 
interest	(4, 2)  (5, 1)  (6, 1)  (7, 3) 
loans	(4, 2)  (8, 1) 
furthermore	(4, 1) 
138	(4, 1) 
intensifying	(4, 1) 
focus	(4, 3)  (5, 2)  (8, 1) 
here	(4, 1)  (8, 1) 
building	(4, 2)  (7, 2)  (8, 2)  (9, 1)  (10, 1) 
efficient	(4, 1)  (5, 1)  (7, 1) 
transport	(4, 2)  (7, 1)  (9, 4) 
routes	(4, 1)  (7, 1)  (8, 2) 
investments	(4, 2) 
declarations	(4, 1) 
intent	(4, 1)  (9, 1) 
Gwadar	(4, 1) 
Kuantan	(4, 1) 
Hambantota	(4, 1) 
Piraeus	(4, 1) 
Trieste	(4, 1)  (8, 5) 
unsustainable	(4, 1) 
calls	(4, 1)  (9, 1) 
debtor	(4, 1) 
Territorial	(4, 1)  (7, 1) 
Ever	(4, 1) 
entity	(4, 1)  (8, 2) 
today	(4, 4)  (7, 1)  (8, 1)  (9, 2)  (10, 2) 
Kinmen	(4, 1) 
Matsu	(4, 1) 
Fujian	(4, 2) 
controls	(4, 3)  (8, 1) 
complicated	(4, 1) 
treating	(4, 2) 
Principle	(4, 1) 
principles	(4, 2)  (6, 1)  (7, 1)  (10, 1) 
Land	(4, 1)  (8, 2)  (9, 1) 
resolved	(4, 1) 
neighboring	(4, 1)  (10, 1) 
substantial	(4, 1)  (7, 2)  (8, 1) 
compromises	(4, 1) 
Maritime	(4, 1)  (8, 1) 
additionally	(4, 2)  (5, 3) 
Seas	(4, 1)  (8, 2) 
Socotra	(4, 1) 
Rock	(4, 1)  (7, 4) 
Senkaku	(4, 1) 
EEZ	(4, 1) 
Sociopolitical	(4, 1) 
espionage	(4, 1)  (10, 1) 
cameras	(4, 1) 
facial	(4, 1) 
software	(4, 1) 
sensors	(4, 1) 
believe	(4, 4)  (5, 1)  (7, 1) 
need	(4, 1)  (5, 1)  (10, 2) 
relaxed	(4, 1) 
tightly	(4, 1) 
speech	(4, 2)  (8, 1) 
fair	(4, 1) 
trial	(4, 2)  (5, 1) 
property	(4, 2)  (7, 3) 
afford	(4, 1) 
criminal	(4, 1) 
criticisms	(4, 1) 
tolerated	(4, 1) 
routinely	(4, 1) 
prevent	(4, 1)  (5, 1)  (8, 1)  (10, 1) 
collective	(4, 1) 
NGOs	(4, 1) 
alleging	(4, 1) 
detention	(4, 3) 
abortions	(4, 1) 
confessions	(4, 1) 
torture	(4, 2) 
excessive	(4, 1) 
suppresses	(4, 1) 
demonstrations	(4, 1) 
case	(4, 1)  (5, 2)  (6, 2) 
accused	(4, 3)  (5, 2)  (6, 1)  (7, 1) 
crackdowns	(4, 1) 
detained	(4, 1) 
Vocational	(4, 2) 
Training	(4, 1)  (9, 2) 
Centers	(4, 1) 
aimed	(4, 2)  (7, 1)  (10, 2) 
thinking	(4, 1)  (8, 1) 
detainees	(4, 1) 
identities	(4, 1)  (7, 4) 
indoctrination	(4, 1) 
psychological	(4, 1)  (10, 3) 
abuse	(4, 2) 
sterilization	(4, 1) 
sexual	(4, 1)  (5, 1)  (10, 1) 
labor	(4, 7) 
reporting	(4, 1) 
tensions	(4, 1)  (7, 1)  (8, 1)  (10, 1) 
intimidating	(4, 1) 
reporters	(4, 1) 
detaining	(4, 1) 
family	(4, 8)  (5, 3)  (6, 2)  (7, 2)  (8, 2) 
treatment	(4, 1)  (5, 1) 
meets	(4, 1) 
definition	(4, 1)  (7, 1)  (8, 4) 
genocide	(4, 2)  (7, 1)  (10, 2) 
investigation	(4, 1) 
Several	(4, 2)  (7, 2)  (8, 2)  (9, 1)  (10, 1) 
studies	(4, 2)  (6, 1)  (10, 2) 
Pew	(4, 1)  (7, 1) 
hostilities	(4, 1)  (9, 1) 
Slavery	(4, 1) 
slavery	(4, 1)  (5, 1)  (8, 1) 
trafficking	(4, 1) 
abolished	(4, 1) 
clear	(4, 2)  (5, 2)  (8, 1) 
extent	(4, 2)  (7, 1)  (8, 1) 
laogai	(4, 1) 
Laogai	(4, 1) 
Foundation	(4, 2) 
slave	(4, 1) 
prisons	(4, 1)  (7, 1) 
retraction	(4, 1) 
papers	(4, 2) 
organ	(4, 1)  (7, 2) 
transplantation	(4, 1) 
fears	(4, 1)  (8, 1)  (10, 1) 
organs	(4, 2) 
obtained	(4, 1)  (6, 2) 
unethically	(4, 1) 
prisoners	(4, 2)  (7, 1)  (9, 1)  (10, 2) 
says	(4, 1)  (10, 1) 
transplants	(4, 1)  (7, 1) 
occur	(4, 1)  (10, 2) 
Falun	(4, 1) 
Gong	(4, 1) 
IETAC	(4, 1) 
transplanted	(4, 1) 
conscience	(4, 1) 
commanded	(4, 1) 
CMC	(4, 1) 
militaries	(4, 1) 
rapidly	(4, 2)  (7, 1)  (8, 1)  (10, 2) 
modernized	(4, 1) 
Ground	(4, 1)  (9, 1) 
PLAGF	(4, 1) 
PLAN	(4, 1) 
PLAAF	(4, 1) 
Rocket	(4, 1)  (9, 2) 
PLARF	(4, 1) 
Strategic	(4, 1) 
Support	(4, 1)  (9, 6) 
PLASSF	(4, 1) 
trillion	(4, 8)  (8, 3)  (10, 1) 
constituting	(4, 1) 
ratio	(4, 6)  (8, 1) 
SIPRI	(4, 1) 
Office	(4, 1)  (7, 1)  (9, 1) 
hides	(4, 1) 
spending	(4, 3)  (7, 3)  (10, 1) 
allegedly	(4, 1) 
stockpile	(4, 1) 
tonnage	(4, 2) 
114	(4, 1) 
PPP	(4, 3)  (7, 1)  (8, 1) 
engine	(4, 1)  (7, 1) 
cycles	(4, 1) 
consequential	(4, 1) 
automobiles	(4, 3) 
green	(4, 1) 
banking	(4, 1) 
electronics	(4, 2)  (5, 1) 
estate	(4, 1) 
tourism	(4, 2)  (7, 5) 
exchanges	(4, 1) 
Shenzhen	(4, 10) 
capitalization	(4, 1) 
Financial	(4, 1)  (7, 1) 
Centres	(4, 1) 
2035	(4, 1) 
Guangzhou	(4, 7) 
projected	(4, 1) 
Economics	(4, 1) 
No	(4, 4)  (7, 1)  (9, 4) 
leads	(4, 1)  (10, 1) 
plug	(4, 1) 
cars	(4, 1)  (7, 1) 
BEV	(4, 1) 
PHEV	(4, 1) 
batteries	(4, 2) 
raw	(4, 1) 
materials	(4, 1)  (7, 1)  (10, 1) 
amounts	(4, 1) 
overstate	(4, 1) 
Others	(4, 1)  (8, 1) 
Economist	(4, 1)  (7, 1) 
Unit	(4, 1)  (7, 1) 
smoothed	(4, 1) 
broadly	(4, 1) 
source	(4, 4)  (5, 1)  (7, 2)  (8, 2)  (10, 2) 
unrecognized	(4, 1) 
suffers	(4, 1) 
Wealth	(4, 1) 
billionaires	(4, 6) 
millionaires	(4, 2) 
698	(4, 1) 
overtook	(4, 1)  (5, 5)  (7, 1) 
Credit	(4, 1) 
Suisse	(4, 1) 
Hurun	(4, 1) 
Rich	(4, 1) 
1st	(4, 1)  (7, 2)  (8, 1)  (9, 17) 
spots	(4, 2)  (8, 1) 
85	(4, 2)  (5, 2)  (7, 1)  (8, 1)  (10, 1) 
thirds	(4, 1)  (7, 1) 
minted	(4, 1) 
upper	(4, 2)  (6, 1)  (7, 3)  (8, 2) 
IMF	(4, 3) 
compared	(4, 1)  (5, 1)  (7, 1)  (8, 3)  (9, 1) 
standard	(4, 2)  (7, 1) 
refers	(4, 1)  (10, 1) 
88	(4, 3)  (5, 2)  (7, 3) 
756	(4, 1) 
Using	(4, 2) 
centrally	(4, 1) 
consequent	(4, 1) 
Agricultural	(4, 1)  (7, 1) 
collectivization	(4, 1) 
farmlands	(4, 1) 
privatized	(4, 2) 
Zones	(4, 1) 
SEZs	(4, 1) 
Inefficient	(4, 1) 
owned	(4, 2)  (7, 1)  (10, 1) 
SOEs	(4, 1) 
unprofitable	(4, 1) 
closed	(4, 1) 
outright	(4, 1)  (7, 1) 
dominates	(4, 2) 
pillar	(4, 1) 
enterprise	(4, 1) 
enormously	(4, 1) 
jobs	(4, 1)  (7, 2) 
credit	(4, 1) 
troubles	(4, 1) 
weakening	(4, 1)  (7, 1)  (10, 1) 
fragility	(4, 1) 
larger	(4, 2) 
reiterated	(4, 1) 
forecast	(4, 1) 
overtake	(4, 1)  (5, 1) 
expect	(4, 1) 
expand	(4, 1)  (7, 2)  (8, 1)  (10, 1) 
2025	(4, 2) 
grow	(4, 1)  (7, 1)  (8, 2) 
containing	(4, 1)  (5, 1) 
coronavirus	(4, 1)  (10, 1) 
270	(4, 1) 
62	(4, 2)  (5, 1)  (7, 2) 
inward	(4, 2) 
FDI	(4, 2) 
attracting	(4, 1) 
253	(4, 1) 
remittances	(4, 2) 
US64	(4, 1) 
outward	(4, 1) 
takeovers	(4, 1) 
firms	(4, 1)  (7, 1) 
companies	(4, 4)  (7, 6) 
owner	(4, 1)  (5, 1) 
trillions	(4, 1) 
friction	(4, 1) 
quantities	(4, 1) 
counterfeit	(4, 2) 
wean	(4, 1) 
dependence	(4, 1) 
dollar	(4, 1) 
weaknesses	(4, 1) 
monetary	(4, 1)  (8, 1) 
ends	(4, 1)  (8, 1)  (10, 4) 
internationalization	(4, 2) 
Renminbi	(4, 1) 
dim	(4, 1) 
bond	(4, 1) 
Border	(4, 1) 
RMB	(4, 2) 
Settlement	(4, 1) 
Pilot	(4, 1) 
helps	(4, 1) 
pools	(4, 1) 
liquidity	(4, 1) 
agreements	(4, 1) 
settle	(4, 1) 
trades	(4, 1) 
Singapore	(4, 1) 
traded	(4, 1)  (10, 1) 
component	(4, 1) 
drawing	(4, 2) 
partly	(4, 1)  (7, 1)  (8, 5) 
convertible	(4, 1) 
Euro	(4, 1)  (5, 17) 
Dollar	(4, 1) 
Yen	(4, 1) 
volumes	(4, 1) 
Class	(4, 1) 
inequality	(4, 3) 
Brookings	(4, 1) 
Institution	(4, 1) 
forecasted	(4, 1) 
2027	(4, 1) 
multiplied	(4, 1) 
Wages	(4, 1) 
adjusted	(4, 1)  (10, 1) 
878	(4, 1) 
Gini	(4, 1) 
coefficient	(4, 1) 
467	(4, 1) 
Historical	(4, 1)  (8, 2) 
Ancient	(4, 1)  (7, 4)  (8, 4) 
discoveries	(4, 1)  (7, 1) 
inventions	(4, 1) 
papermaking	(4, 1) 
mathematicians	(4, 1) 
negative	(4, 1)  (6, 1)  (7, 1)  (10, 1) 
hemisphere	(4, 1) 
advancement	(4, 2) 
causes	(4, 1)  (5, 1)  (10, 2) 
Divergence	(4, 1) 
repeated	(4, 1)  (5, 1)  (9, 1) 
reformers	(4, 1) 
planning	(4, 1) 
Modernizations	(4, 1) 
academic	(4, 1)  (7, 1) 
catching	(4, 1) 
spent	(4, 2)  (5, 1)  (8, 1)  (10, 1) 
279	(4, 1) 
pride	(4, 1)  (5, 1) 
techno	(4, 1)  (7, 1) 
nationalism	(4, 2)  (7, 1) 
Intellectual	(4, 1) 
Property	(4, 1)  (10, 1) 
Indicators	(4, 1) 
patent	(4, 2) 
representing	(4, 1)  (5, 1) 
patents	(4, 3) 
application	(4, 1)  (7, 1)  (10, 1) 
Oceania	(4, 2)  (8, 2) 
35th	(4, 2) 
indicators	(4, 1) 
utility	(4, 1) 
models	(4, 1)  (8, 1) 
trademarks	(4, 1) 
clusters	(4, 1) 
ZTE	(4, 2) 
filers	(4, 1) 
academicians	(4, 1) 
Physics	(4, 2) 
Fields	(4, 1) 
prize	(4, 1) 
engineering	(4, 1)  (8, 1)  (9, 3) 
mathematics	(4, 1)  (7, 1)  (8, 1) 
STEM	(4, 1) 
PhD	(4, 1) 
BSc	(4, 1) 
graduates	(4, 2)  (9, 1) 
Xiaomi	(4, 1) 
Lenovo	(4, 1) 
computing	(4, 1) 
supercomputers	(4, 1) 
robots	(4, 2) 
Dong	(4, 2) 
Fang	(4, 1) 
independently	(4, 4) 
Yang	(4, 1) 
Liwei	(4, 1) 
spaceflight	(4, 1) 
aboard	(4, 1) 
Shenzhou	(4, 1) 
journeyed	(4, 1) 
destroy	(4, 1) 
testbed	(4, 1) 
Tiangong	(4, 2) 
landed	(4, 1)  (9, 1) 
lander	(4, 1) 
Yutu	(4, 1) 
rover	(4, 2) 
lunar	(4, 1) 
quantum	(4, 2) 
partnership	(4, 1)  (5, 3) 
Austria	(4, 1)  (5, 1)  (8, 6) 
dedicated	(4, 2)  (5, 2)  (7, 1)  (9, 2) 
testing	(4, 1) 
fundamentals	(4, 1) 
probe	(4, 1) 
Far	(4, 1)  (9, 6)  (10, 1) 
Moon	(4, 1) 
experimental	(4, 1) 
6G	(4, 1) 
test	(4, 1) 
moon	(4, 1) 
samples	(4, 1) 
Zhurong	(4, 1) 
Mars	(4, 1) 
modular	(4, 1) 
orbit	(4, 2) 
launch	(4, 1) 
transpositioning	(4, 1) 
module	(4, 1) 
boom	(4, 2)  (7, 3) 
bullet	(4, 1)  (7, 1) 
train	(4, 2)  (5, 1)  (7, 3) 
supertall	(4, 1) 
skyscrapers	(4, 1) 
Gorges	(4, 1) 
Dam	(4, 1) 
navigation	(4, 4) 
Telecommunications	(4, 1) 
telecom	(4, 1) 
cellphones	(4, 1) 
subscribers	(4, 3) 
broadband	(4, 2) 
4G	(4, 2) 
5G	(4, 2) 
trials	(4, 1) 
Mobile	(4, 2)  (7, 1) 
Unicom	(4, 2) 
Telecom	(4, 2) 
providers	(4, 1) 
145	(4, 1)  (10, 1) 
925	(4, 1) 
Combined	(4, 1)  (9, 1) 
operators	(4, 1) 
spying	(4, 1) 
dubbed	(4, 1)  (5, 2)  (7, 1) 
Beidou	(4, 3) 
completion	(4, 1)  (7, 1) 
GPS	(4, 1) 
GLONASS	(4, 1) 
Transport	(4, 1)  (7, 2) 
expressways	(4, 1) 
142	(4, 1) 
highway	(4, 1) 
accidents	(4, 2) 
fatalities	(4, 1) 
bicycles	(4, 3) 
mode	(4, 1)  (8, 1) 
470	(4, 2) 
busiest	(4, 2)  (7, 4) 
tracks	(4, 1)  (7, 1) 
127	(4, 1) 
914	(4, 1) 
strain	(4, 1) 
enormous	(4, 2) 
takes	(4, 1)  (5, 1) 
speed	(4, 3)  (7, 5) 
HSR	(4, 3) 
construction	(4, 2)  (7, 3)  (8, 2)  (9, 1) 
miles	(4, 1)  (7, 2)  (9, 1) 
Services	(4, 1)  (9, 1) 
Tianjin	(4, 4) 
Chengdu	(4, 4) 
Chongqing	(4, 4) 
Lines	(4, 1) 
350	(4, 1)  (7, 3) 
217	(4, 1) 
conventional	(4, 1)  (9, 3)  (10, 2) 
ridership	(4, 1) 
passengers	(4, 1)  (7, 8) 
Speed	(4, 2) 
Railway	(4, 2) 
railroad	(4, 1)  (10, 2) 
bridges	(4, 1) 
Maglev	(4, 1) 
Train	(4, 1) 
reaches	(4, 1)  (7, 1) 
431	(4, 1) 
268	(4, 1) 
transit	(4, 2) 
accelerated	(4, 1) 
44	(4, 2)  (6, 1)  (7, 2) 
metro	(4, 2) 
boasts	(4, 1) 
networks	(4, 1)  (10, 1) 
229	(4, 1) 
seaports	(4, 1) 
shipping	(4, 1) 
Ports	(4, 1) 
Ningbo	(4, 1) 
Zhoushan	(4, 1) 
Qingdao	(4, 2) 
Top	(4, 1) 
container	(4, 1) 
supply	(4, 2) 
sanitation	(4, 4) 
facing	(4, 1)  (7, 1)  (10, 1) 
challenges	(4, 1) 
urbanization	(4, 1) 
scarcity	(4, 1) 
contamination	(4, 1) 
Joint	(4, 1) 
Monitoring	(4, 1) 
Program	(4, 1)  (10, 1) 
Supply	(4, 1) 
Sanitation	(4, 1) 
WHO	(4, 1) 
UNICEF	(4, 1) 
Transfer	(4, 1) 
intends	(4, 1) 
abate	(4, 1) 
shortage	(4, 1) 
411	(4, 1)  (7, 1) 
778	(4, 1) 
724	(4, 1) 
59	(4, 1)  (5, 1) 
precise	(4, 2)  (8, 1) 
averaged	(4, 1) 
Given	(4, 1) 
stricter	(4, 1)  (7, 1) 
1980s	(4, 2)  (7, 3)  (8, 1) 
unpopularity	(4, 1) 
limits	(4, 5)  (7, 1)  (8, 1)  (10, 1) 
exemptions	(4, 1) 
actually	(4, 1)  (5, 1)  (7, 1)  (10, 1) 
exempt	(4, 1) 
loosening	(4, 1) 
families	(4, 1)  (8, 2) 
parent	(4, 1) 
aging	(4, 1) 
fertility	(4, 4)  (7, 1)  (8, 2)  (10, 1) 
experts	(4, 1) 
adjusting	(4, 1) 
transient	(4, 1) 
relaxation	(4, 1) 
actual	(4, 1)  (8, 1) 
challenged	(4, 1)  (10, 1) 
counterfactual	(4, 1) 
implies	(4, 1)  (8, 1) 
averted	(4, 2) 
descendants	(4, 1)  (7, 3) 
preference	(4, 1)  (7, 1) 
boys	(4, 3) 
imbalance	(4, 1) 
118	(4, 1)  (5, 1) 
06	(4, 1)  (5, 1) 
girls	(4, 2) 
males	(4, 2)  (10, 2) 
51	(4, 2)  (7, 1) 
balanced	(4, 1) 
82	(4, 1)  (7, 1) 
Ethnic	(4, 2)  (8, 1) 
recognizes	(4, 1) 
56	(4, 2)  (5, 1) 
altogether	(4, 1)  (7, 1)  (8, 1) 
comprise	(4, 2)  (7, 3) 
Zhonghua	(4, 1) 
Minzu	(4, 1) 
nationalities	(4, 1)  (7, 5) 
constitute	(4, 1)  (8, 2) 
outnumber	(4, 1) 
Compared	(4, 1) 
537	(4, 1) 
177	(4, 1) 
362	(4, 1) 
627	(4, 1) 
593	(4, 1) 
832	(4, 1) 
71	(4, 1)  (5, 1) 
493	(4, 1)  (7, 1) 
159	(4, 1) 
292	(4, 1) 
belong	(4, 1)  (10, 1) 
Sinitic	(4, 2) 
Mandarin	(4, 3) 
Cantonese	(4, 3) 
Taishanese	(4, 1) 
Shanghainese	(4, 1) 
Suzhounese	(4, 1) 
Fuzhounese	(4, 1) 
Hokkien	(4, 1) 
Teochew	(4, 1) 
Xiang	(4, 1) 
Gan	(4, 1) 
Hakka	(4, 1) 
Tibeto	(4, 1) 
Burman	(4, 1) 
Qiang	(4, 1) 
Naxi	(4, 1) 
Yi	(4, 2) 
Guizhou	(4, 2) 
Zhuang	(4, 3) 
Thai	(4, 1) 
Tai	(4, 1) 
Kadai	(4, 1) 
Miao	(4, 1) 
Yao	(4, 2) 
Hmong	(4, 1) 
Mien	(4, 1) 
Wa	(4, 1) 
Austroasiatic	(4, 1) 
Across	(4, 1) 
northwestern	(4, 1) 
Altaic	(4, 1) 
Turkic	(4, 1)  (8, 4) 
Uyghur	(4, 6) 
Kyrgyz	(4, 2) 
Salar	(4, 1) 
Yugur	(4, 1) 
natively	(4, 1)  (7, 1) 
Sarikoli	(4, 1) 
Tajiks	(4, 1) 
Indo	(4, 1)  (7, 1)  (8, 6)  (10, 1) 
Taiwanese	(4, 1) 
aborigines	(4, 1) 
Austronesian	(4, 1) 
lingua	(4, 1) 
franca	(4, 1) 
linguistic	(4, 1)  (8, 1) 
backgrounds	(4, 1) 
regionally	(4, 1) 
speakers	(4, 1)  (7, 3) 
unintelligible	(4, 1) 
communicate	(4, 1) 
1956	(4, 1) 
supplanted	(4, 1)  (8, 1) 
romanized	(4, 1) 
using	(4, 1)  (5, 2)  (7, 1)  (8, 1)  (10, 2) 
Pinyin	(4, 1) 
alphabet	(4, 5)  (8, 1) 
Indic	(4, 1) 
character	(4, 2)  (5, 1)  (7, 1)  (10, 1) 
160	(4, 1) 
megacities	(4, 1)  (8, 1) 
Suzhou	(4, 1) 
Zhengzhou	(4, 1) 
Hangzhou	(4, 1) 
Linyi	(4, 1) 
Shijiazhuang	(4, 1) 
Dongguan	(4, 1) 
Changsha	(4, 1) 
Among	(4, 2)  (5, 1)  (7, 1)  (8, 4)  (10, 1) 
populations	(4, 4)  (7, 5)  (8, 6)  (10, 2) 
exists	(4, 1)  (7, 1)  (8, 2) 
considering	(4, 1)  (7, 1)  (8, 2)  (10, 3) 
municipal	(4, 1)  (5, 1)  (7, 2) 
suburban	(4, 1) 
floating	(4, 1) 
migrant	(4, 1) 
censuses	(4, 1) 
residents	(4, 1)  (7, 3)  (8, 3) 
1986	(4, 1)  (7, 3)  (9, 1) 
junior	(4, 2) 
91	(4, 2)  (7, 1) 
Gaokao	(4, 1) 
entrance	(4, 2) 
exam	(4, 1) 
prerequisite	(4, 1)  (6, 1) 
enrolled	(4, 2) 
enrolment	(4, 1) 
58	(4, 1)  (7, 1) 
available	(4, 1)  (7, 1)  (8, 1) 
More	(4, 1)  (7, 2)  (8, 2)  (10, 2) 
vocational	(4, 1)  (7, 3) 
colleges	(4, 1)  (7, 1) 
nationwide	(4, 1)  (9, 1) 
282	(4, 1) 
teachers	(4, 1) 
530	(4, 1) 
schools	(4, 1)  (7, 1)  (8, 1)  (10, 3) 
textbooks	(4, 1)  (8, 1) 
fees	(4, 1)  (5, 1) 
Annual	(4, 1) 
817	(4, 1) 
expenditure	(4, 1) 
023	(4, 1) 
poorest	(4, 1)  (7, 1)  (8, 1) 
